Ball-Number,Commentary,Date and Time,over,ball,runs,happend_on_ball,extra
59.3,"Pat Cummins to Kohli, no run, shaping away from the right-hander and has been left alone","Dec 15, 2018 2:45:11 PM",59,3,0.0,,0
59.2,"Pat Cummins to Kohli, no run, outside off and has been shouldered arms to by Kohli","Dec 15, 2018 2:44:35 PM",59,2,0.0,,0
59.1,"Pat Cummins to Kohli, no run, fuller ball and has been mistimed away to mid-on as Kohli looked to play a push-drive","Dec 15, 2018 2:43:58 PM",59,1,0.0,,0
58.6,"Lyon to Rahane, no run, back to over the wicket for Rahane. It turns in and has been nudged out into the on-side","Dec 15, 2018 2:42:32 PM",58,6,0.0,,0
58.5,"Lyon to Kohli, 1 run, whips the full ball away to long-on for a single","Dec 15, 2018 2:42:10 PM",58,5,1.0,,0
58.4,"Lyon to Kohli, no run, flatter parabola and has been decoded with a forward push","Dec 15, 2018 2:41:50 PM",58,4,0.0,,0
58.3,"Lyon to Kohli, no run, last moment closure of the face of the bat to knock it away to mid-wicket","Dec 15, 2018 2:41:30 PM",58,3,0.0,,0
58.2,"Lyon to Kohli, no run, solidly forward, then the glued set of bat and pad meet the ball","Dec 15, 2018 2:41:04 PM",58,2,0.0,,0
58.1,"Lyon to Kohli, no run, push driven back to the bowler","Dec 15, 2018 2:40:47 PM",58,1,0.0,,0
57.6,"Starc to Rahane, no run, and that was a wild delivery which the keeper pouches it by flying to his left as it drifted well down the leg-side after being angled in","Dec 15, 2018 2:39:51 PM",57,6,0.0,,0
57.5,"Starc to Kohli, 1 run, the full face of the bat is shown with all glory as he pushes the ball away into the covers for a single","Dec 15, 2018 2:39:15 PM",57,5,1.0,,0
57.4,"Starc to Kohli, no run, angles it from wide of the crease and Kohli inner-halves the ball away to mid-wicket","Dec 15, 2018 2:38:32 PM",57,4,0.0,,0
57.3,"Starc to Rahane, 1 run, tap and run! The moment he hit it, he was off. Kohli responded and they take an easy single before the man at mid-off could fetch it","Dec 15, 2018 2:37:57 PM",57,3,1.0,,0
57.2,"Starc to Rahane, no run, stabs at a delivery outside off. Flirtatious approach and the man at gully cuts it off","Dec 15, 2018 2:37:12 PM",57,2,0.0,,0
57.1,"Starc to Rahane, <b>FOUR</b>, that was a tutorial as to how to play a cover drive! Head on top of the ball, extension of the arms and the bent back knee. The ball reached the desired destination and the man at mid-off fetched it back","Dec 15, 2018 2:36:38 PM",57,1,,,0
56.6,"Lyon to Kohli, no run, stays deep in his crease and pushes it out off the back foot","Dec 15, 2018 2:35:33 PM",56,6,0.0,,0
56.5,"Lyon to Kohli, no run, round the wicket goes Lyon and Kohli retorts by going deep in his crease and tucking it to FSL","Dec 15, 2018 2:35:14 PM",56,5,0.0,,0
56.4,"Lyon to Rahane, 1 run, chip down the track followed by the clip off the pads earns a single to long-on","Dec 15, 2018 2:34:49 PM",56,4,1.0,,0
56.3,"Lyon to Rahane, no run, cut shot should be abolished from the batsman's repertoire on this wicket but Rahane plays with fire and the ball lands short of the man at short third. The dive from the fielder saves runs for his team","Dec 15, 2018 2:34:27 PM",56,3,0.0,,0
56.2,"Lyon to Rahane, no run, works it with the turn and finds the man at short mid","Dec 15, 2018 2:34:08 PM",56,2,0.0,,0
56.1,"Lyon to Rahane, no run, chips down the track and pushes the ball back to the bowler","Dec 15, 2018 2:33:51 PM",56,1,0.0,,0
55.6,"Starc to Rahane, 1 run, tickles the ball fine with utmost care. Was just a meek touch but it raced away only for the man at fine leg to get to it and cut it off. Another delivery from Starc which angled in","Dec 15, 2018 2:32:57 PM",55,6,1.0,,0
55.5,"Starc to Rahane, no run, angling in delivery and has been pushed back to the bowler","Dec 15, 2018 2:32:19 PM",55,5,0.0,,0
55.4,"Starc to Rahane, no run, back of a length delivery outside off and has been stabbed out behind square on the off-side","Dec 15, 2018 2:31:36 PM",55,4,0.0,,0
55.3,"Starc to Rahane, no run, some curve into the right-hander but nothing frightening at all","Dec 15, 2018 2:30:57 PM",55,3,0.0,,0
55.2,"Starc to Kohli, 1 run, outer-halves the push away into the covers as he plays away from his body to an incoming delivery. They take a single as the fielder slides and tackles the ball down","Dec 15, 2018 2:30:14 PM",55,2,1.0,,0
55.1,"Starc to Kohli, no run, full and attacking the sticks, on-driven away to mid-on","Dec 15, 2018 2:29:35 PM",55,1,0.0,,0
54.6,"Lyon to Rahane, no run, soft hands into the push on the off-side as the ball turned in","Dec 15, 2018 2:28:38 PM",54,6,0.0,,0
54.5,"Lyon to Rahane, no run, tossed up delivery and has been defended into the off-side","Dec 15, 2018 2:28:13 PM",54,5,0.0,,0
54.4,"Lyon to Rahane, no run, the one that turns lesser outside off and has been steered to short third man","Dec 15, 2018 2:27:55 PM",54,4,0.0,,0
54.3,"Lyon to Rahane, no run, waits for the ball to turn and then forfeits the idea of a cut shot outside off","Dec 15, 2018 2:27:30 PM",54,3,0.0,,0
54.2,"Lyon to Rahane, no run, goes right back and punches it back to the bowler","Dec 15, 2018 2:27:13 PM",54,2,0.0,,0
54.1,"Lyon to Rahane, no run, tossed up delivery and has been driven back to the bowler. Little shimmy and then the drive","Dec 15, 2018 2:26:58 PM",54,1,0.0,,0
53.6,"Starc to Kohli, no run, angling in and has been left alone","Dec 15, 2018 2:26:04 PM",53,6,0.0,,0
53.5,"Starc to Kohli, no run, spears the ball in from wide of the crease and Kohli stays behind the line of the ball to push it away into the off-side","Dec 15, 2018 2:25:29 PM",53,5,0.0,,0
53.4,"Starc to Kohli, no run, gets sucked into a drive outside off and push drives the ball away sans any feet to find the man at mid-off","Dec 15, 2018 2:24:55 PM",53,4,0.0,,0
53.3,"Starc to Kohli, no run, short delivery outside off and has been left alone","Dec 15, 2018 2:24:15 PM",53,3,0.0,,0
53.2,"Starc to Kohli, no run, decks the ball in from wide of the crease and Kohli ignores the ball on line","Dec 15, 2018 2:23:40 PM",53,2,0.0,,0
53.1,"Starc to Kohli, no run, tucks the ball away off the pads to find mid-on","Dec 15, 2018 2:22:57 PM",53,1,0.0,,0
52.6,"Lyon to Rahane, no run, rifled quick outside off, pushed to cover","Dec 15, 2018 2:21:35 PM",52,6,0.0,,0
52.5,"Lyon to Kohli, 1 run, drifter on the pads, whipped away to deep mid-wicket","Dec 15, 2018 2:21:16 PM",52,5,1.0,,0
52.4,"Lyon to Rahane, 1 run, underestimates the turn and plays the defence outside the line. Gets a thick inside edge that pistols away to square leg","Dec 15, 2018 2:20:42 PM",52,4,1.0,,0
52.3,"Lyon to Rahane, no run, tossed up generously on off, forward and dead-batted","Dec 15, 2018 2:20:24 PM",52,3,0.0,,0
52.2,"Lyon to Rahane, no run, stands tall, forces it to the right of the bowler. Lyon collects it moving to his right","Dec 15, 2018 2:20:00 PM",52,2,0.0,,0
52.1,"Lyon to Rahane, no run, half-a-stride forward, Rahane measures the bounce and taps it softly to cover","Dec 15, 2018 2:19:44 PM",52,1,0.0,,0
51.6,"Hazlewood to Kohli, no run, Hazlewood goes wide of the crease and slants it in just outside off, Kohli trusts the bounce and his instincts to let it pass","Dec 15, 2018 2:18:50 PM",51,6,0.0,,0
51.5,"Hazlewood to Kohli, no run, stomps forward and eases it to cover","Dec 15, 2018 2:18:08 PM",51,5,0.0,,0
51.4,"Hazlewood to Kohli, <b>FOUR</b>, overpitched hopelessly, Kohli takes toll. The fiery bottom-hand comes into play. Gets underneath it and drills it with quicksilver hands past mid-on. Kohli had been kept quiet for sometime, finally breaks free with a classical on-drive","Dec 15, 2018 2:17:30 PM",51,4,,,0
51.3,"Hazlewood to Kohli, no run, length delivery, outside off. Kohli dabs it down to the cordon","Dec 15, 2018 2:16:49 PM",51,3,0.0,,0
51.2,"Hazlewood to Kohli, no run, tails back in from a length, fizzes through and rattles Kohli - striking him on the thigh pad. Beaten for pace and inward shape there","Dec 15, 2018 2:16:06 PM",51,2,0.0,,0
51.1,"Hazlewood to Kohli, no run, lapse in concentration for Kohli. Hazlewood pounds it in the conundrum channel, Kohli was late in getting forward and doesn't combat for the late shape. But does well to keep his bat in-line as the ball whooshes past the outside edge","Dec 15, 2018 2:15:24 PM",51,1,0.0,,0
50.6,"Lyon to Rahane, no run, quicker on middle, smothered","Dec 15, 2018 2:14:27 PM",50,6,0.0,,0
50.5,"Lyon to Rahane, no run, slows it up, Rahane works it to FSL","Dec 15, 2018 2:14:07 PM",50,5,0.0,,0
50.4,"Lyon to Rahane, no run, gets lower and drives it to cover","Dec 15, 2018 2:13:51 PM",50,4,0.0,,0
50.3,"Lyon to Rahane, no run, quicker outside off, Rahane gets deep in his crease aiming to cut. Slightly gets defeated by the extra bounce, so messes up the timing. Chopped to short third man","Dec 15, 2018 2:13:46 PM",50,3,0.0,,0
50.2,"Lyon to Rahane, no run, Rahane runs down the track, wanted to play it straight but ends up squirting it off the outer half to cover","Dec 15, 2018 2:13:23 PM",50,2,0.0,,0
50.1,"Lyon to Kohli, 1 run, Lyon's not getting any purchase - I meant turn. Bowls it straighter at the stumps, tucked away through square leg","Dec 15, 2018 2:12:43 PM",50,1,1.0,,0
49.6,"Hazlewood to Rahane, no run, Hazlewood corrects his length and pitches it up, Rahane greets it with a crispy drive towards mid-off, good stop by the fielder","Dec 15, 2018 2:11:10 PM",49,6,0.0,,0
49.5,"Hazlewood to Rahane, <b>FOUR</b>, authoritative from Rahane. Banged in short, sits up wonderfully for Rahane to unleash his pull. Shifts his weight back and clobbers it off the middle over mid-wicket","Dec 15, 2018 2:10:21 PM",49,5,,,0
49.4,"Hazlewood to Rahane, no run, <b>rush of blood for Kohli</b>, chips out off the blocks looking for a single. Rahane sends him back and the Indian skipper has to turn and dive back to make his ground. The fielder from cover, rushes in and fires a throw at the bowler's end, misses the target anyway. There has been a communication breakdown between the duo earlier as well","Dec 15, 2018 2:09:41 PM",49,4,0.0,,0
49.3,"Hazlewood to Rahane, no run, pitched up, wooes Rahane forward - who checks his defence to mid-off","Dec 15, 2018 2:08:58 PM",49,3,0.0,,0
49.2,"Hazlewood to Rahane, no run, scissoring in from a length closer to off, there's evidence of spongy bounce. Rahane hoists his bat skywards","Dec 15, 2018 2:08:18 PM",49,2,0.0,,0
49.1,"Hazlewood to Rahane, no run, guided with an angled bat to gully","Dec 15, 2018 2:07:45 PM",49,1,0.0,,0
48.6,"Lyon to Kohli, no run, flattish and skidding on just outside off, Kohli patiently waits back to quell it","Dec 15, 2018 2:06:47 PM",48,6,0.0,,0
48.5,"Lyon to Kohli, no run, on the stumps, Kohli semi-crouches and flicks it to mid-wicket","Dec 15, 2018 2:06:31 PM",48,5,0.0,,0
48.4,"Lyon to Rahane, 1 run, steps out, gets near the pitch and plays it with the spin down to long-on","Dec 15, 2018 2:06:10 PM",48,4,1.0,,0
48.3,"Lyon to Rahane, no run, flatter in trajectory, worked to short leg","Dec 15, 2018 2:05:47 PM",48,3,0.0,,0
48.2,"Lyon to Kohli, 1 run, pushed through quicker, Kohli goes back and across to help it away to fine leg","Dec 15, 2018 2:05:25 PM",48,2,1.0,,0
48.1,"Lyon to Kohli, no run, flighted delivery outside off, Kohli jumps back and punches it back to the bowler","Dec 15, 2018 2:05:02 PM",48,1,0.0,,0
47.6,"Hazlewood to Rahane, no run, now the <b>joker of the pack</b>. Shoots up after hitting a crack or something, causes discomfort to Rahane. Thuds him on the glove, fortunately for the batsman, it dies quickly en route to second slip","Dec 15, 2018 2:00:30 PM",47,6,0.0,,0
47.5,"Hazlewood to Rahane, no run, fullish in a length, 143kph outside off. Same intent from Rahane, easy leave","Dec 15, 2018 1:59:52 PM",47,5,0.0,,0
47.4,"Hazlewood to Rahane, no run, there and thereabouts outside off, Rahane lifts his bat and lets it go","Dec 15, 2018 1:59:12 PM",47,4,0.0,,0
47.3,"Hazlewood to Rahane, no run, tad fuller, interrogating the fourth stump channel outside off. Left alone. Oh dear! Replays show that <b>Hazlewood has overstepped by a big margin</b> and umpire Chris Gaffaney has failed to spot it","Dec 15, 2018 1:58:32 PM",47,3,0.0,,0
47.2,"Hazlewood to Rahane, no run, pounds it on a length, straightening outside off. Rahane sees the spike in bounce and lifts his bat","Dec 15, 2018 1:57:52 PM",47,2,0.0,,0
47.1,"Hazlewood to Rahane, no run, very full delivery outside off at 138kph, not enough to induce Rahane into playing a stroke","Dec 15, 2018 1:57:13 PM",47,1,0.0,,0
46.6,"Lyon to Rahane, 1 run, motions out and wrists it away to deep mid-wicket","Dec 15, 2018 1:56:26 PM",46,6,1.0,,0
46.5,"Lyon to Kohli, 1 run, bends low, feet next to the pitch and elegant drive to the left of mid-off","Dec 15, 2018 1:55:58 PM",46,5,1.0,,0
46.4,"Lyon to Kohli, no run, flatter, turned with the spin to mid-wicket","Dec 15, 2018 1:55:29 PM",46,4,0.0,,0
46.3,"Lyon to Kohli, no run, flicked with a lowered stance, Lyon sprawls across and intercepts it","Dec 15, 2018 1:55:11 PM",46,3,0.0,,0
46.2,"Lyon to Rahane, 1 run, tucked it nicely to square leg","Dec 15, 2018 1:54:57 PM",46,2,1.0,,0
46.1,"Lyon to Rahane, no run, Rahane feels it's better to use his feet against Lyon. Chips down and hurriedly pushes it down the ground, Lyon gets across and cuts it off","Dec 15, 2018 1:54:26 PM",46,1,0.0,,0
45.6,"Hazlewood to Kohli, no run, length delivery, nagging on off. Blocked with softer grip off the front to cover, yells ""Noooo""","Dec 15, 2018 1:53:14 PM",45,6,0.0,,0
45.5,"Hazlewood to Kohli, no run, sucker delivery from Hazlewood, well outside off and Kohli shoulders arms","Dec 15, 2018 1:52:37 PM",45,5,0.0,,0
45.4,"Hazlewood to Kohli, no run, realizes it's better to get forward to this full ball outside off, displays a stylish drive to extra cover","Dec 15, 2018 1:51:59 PM",45,4,0.0,,0
45.3,"Hazlewood to Kohli, no run, <b>terrorizes Kohli with irregular bounce</b>. Back of a length and jagged back at Kohli with extra bounce. The Indian captain was caught by surprise at the movement, late to spot it and gets hit around the abdomen area","Dec 15, 2018 1:51:22 PM",45,3,0.0,,0
45.2,"Hazlewood to Kohli, no run, went fuller, outside off. Hoping Kohli would play at that, but nah! The Indian captain isn't taking the bait. Happy to lift his bat","Dec 15, 2018 1:50:40 PM",45,2,0.0,,0
45.1,"Hazlewood to Kohli, no run, short and targetting the body, Kohli stubbornly defends it from the crease","Dec 15, 2018 1:50:06 PM",45,1,0.0,,0
44.6,"Lyon to Rahane, no run, turned with the spin to leg gully","Dec 15, 2018 1:49:02 PM",44,6,0.0,,0
44.5,"Lyon to Rahane, no run, flighted delivery on the leg stump, Rahane tucks it into the on-side","Dec 15, 2018 1:48:40 PM",44,5,0.0,,0
44.4,"Lyon to Kohli, 1 run, flicked off the front foot, VK waits for the ball to clear the dive at short mid-wicket and then takes the run","Dec 15, 2018 1:48:18 PM",44,4,1.0,,0
44.3,"Lyon to Kohli, no run, watchfully forward-blocked","Dec 15, 2018 1:47:55 PM",44,3,0.0,,0
44.2,"Lyon to Kohli, no run, shortish delivery outside off stump, Kohli defends off the back foot","Dec 15, 2018 1:47:35 PM",44,2,0.0,,0
44.1,"Lyon to Kohli, no run, flighted delivery outside off stump, Kohli defends off the front foot","Dec 15, 2018 1:47:21 PM",44,1,0.0,,0
43.6,"Pat Cummins to Rahane, no run, shortish and well outside off stump, Rahane lifts his bat and lets it go","Dec 15, 2018 1:45:50 PM",43,6,0.0,,0
43.5,"Pat Cummins to Rahane, no run, short of length delivery outside off stump, Rahane defends off the back foot","Dec 15, 2018 1:45:10 PM",43,5,0.0,,0
43.4,"Pat Cummins to Kohli, 1 run, now he's running a tight single after tapping it softly towards cover-point, gee the intensity of the game is up ever since Rahane's arrival","Dec 15, 2018 1:44:40 PM",43,4,1.0,,0
43.3,"Pat Cummins to Kohli, <b>FOUR</b>, now Kohli flashes at those wide ones! Wow! Rahane has inspired his captain to an aggressive route! Shortish delivery outside off stump, Kohli went hard at that and the edge flew over the cordon to the third man boundary. <b>20th Test fifty</b> for Kohli, another one under pressure","Dec 15, 2018 1:43:53 PM",43,3,,,0
43.2,"Pat Cummins to Kohli, no run, fullish delivery outside off stump, Kohli leans forward and defends","Dec 15, 2018 1:43:06 PM",43,2,0.0,,0
43.1,"Pat Cummins to Kohli, no run, good length delivery, Kohli defends off the front foot","Dec 15, 2018 1:42:28 PM",43,1,0.0,,0
42.6,"Starc to Rahane, <b>SIX</b>, do not bowl short outside off stump without third man to Rahane! What a hit. Upper cut brilliantly over the cordon and this has flown over the rope for the first six of the game","Dec 15, 2018 1:41:24 PM",42,6,,,0
42.5,"Starc to Rahane, no run, short of length delivery outside off stump, Rahane shoulders arms","Dec 15, 2018 1:40:43 PM",42,5,0.0,,0
42.4,"Starc to Kohli, 3 runs, nice stride forward into this push-drive through cover, Kohli rushes back for the third and he makes it in time, good pressure there put on the fielder","Dec 15, 2018 1:40:06 PM",42,4,3.0,,0
