Ball-Number,Commentary,Date and Time,over,ball,runs,happend_on_ball,extra
31.3,"Lyon to Kohli, <b>FOUR</b>, cracking shot! Lyon overpitches it outside off and Kohli takes full toll of it. Reaches out by bending his back leg and whips the drive through extra cover. <b>First boundary in 22 overs</b>","Dec 15, 2018 12:28:55 PM",31,3,,,0
31.2,"Lyon to Kohli, no run, an optimistic shout for lbw from Paine. Nothing from Lyon. A flat offie and Kohli missed the flick. The impact was on leg and that was comfortably missing leg","Dec 15, 2018 12:28:30 PM",31,2,0.0,,0
31.1,"Lyon to Kohli, no run, Kohli gets forward to push this length ball back to Lyon","Dec 15, 2018 12:28:08 PM",31,1,0.0,,0
30.6,"Hazlewood to Pujara, 2 runs, hurled very full at 139.6kph and Pujara clips it away into the mid-wicket region off the inside half of the bat","Dec 15, 2018 12:27:04 PM",30,6,2.0,,0
30.5,"Hazlewood to Pujara, no run, bouncer angling down leg at 134.3kph, Pujara half-ducks to evade it","Dec 15, 2018 12:26:17 PM",30,5,0.0,,0
30.4,"Hazlewood to Pujara, no run, attacks the stumps from a good length does Hazlewood, Pujara is solid in his defence","Dec 15, 2018 12:25:37 PM",30,4,0.0,,0
30.3,"Hazlewood to Pujara, no run, angled in from wide of the crease, but still the line is outside off, hence can't induce a shot from Pujara","Dec 15, 2018 12:24:47 PM",30,3,0.0,,0
30.2,"Hazlewood to Pujara, no run, full at 138.1kph, way outside off and Pujara won't chase those","Dec 15, 2018 12:24:06 PM",30,2,0.0,,0
30.1,"Hazlewood to Pujara, 2 runs, straying on the pads and Pujara glances it through backward square leg for a brace","Dec 15, 2018 12:23:36 PM",30,1,2.0,,0
29.6,"Lyon to Kohli, no run, tad too short outside off, kept out into the off-side off the back foot by the Indian skipper","Dec 15, 2018 12:22:24 PM",29,6,0.0,,0
29.5,"Lyon to Pujara, 1 run, gets close to the pitch of the ball by dancing down and push-drives it to the left of mid-on. A tumbling stop from Starc and he seems to be in some discomfort","Dec 15, 2018 12:21:57 PM",29,5,1.0,,0
29.4,"Lyon to Pujara, no run, Lyon drags his length back by a fraction, defended to short leg","Dec 15, 2018 12:21:21 PM",29,4,0.0,,0
29.3,"Lyon to Pujara, no run, fuller and outside off at 90kph, Pujara comes down the track and clips it to mid-wicket off the inside half","Dec 15, 2018 12:20:48 PM",29,3,0.0,,0
29.2,"Lyon to Kohli, 1 run, Kohli goes back and nurdles it backward of square leg for an easy single","Dec 15, 2018 12:20:22 PM",29,2,1.0,,0
29.1,"Lyon to Kohli, no run, forward and blunted to the left of FSL","Dec 15, 2018 12:20:01 PM",29,1,0.0,,0
28.6,"Hazlewood to Pujara, no run, attacks the off-stump from a length and Pujara is solid in his defence","Dec 15, 2018 12:18:47 PM",28,6,0.0,,0
28.5,"Hazlewood to Pujara, no run, good short-pitched delivery that kept coming in with the angle, Pujara watches the ball like a hawk, arches his back and sways away from the line. And, yeah, the bat was low as well. Perfect leave","Dec 15, 2018 12:18:06 PM",28,5,0.0,,0
28.4,"Hazlewood to Pujara, no run, fuller than a good length ball, Pujara is early to plonk his bat forward on his block. The ball also brushes Pujara's arm before dying down on the leg-side. A clear and loud 'no' from India's No. 3 to his partner","Dec 15, 2018 12:17:29 PM",28,4,0.0,,0
28.3,"Hazlewood to Pujara, no run, closer to off-stump from a shortened length, Pujara trusts the bounce and lets it pass","Dec 15, 2018 12:16:47 PM",28,3,0.0,,0
28.2,"Hazlewood to Pujara, no run, fuller in length, but Hazlewood persists with the line outside off, another leave","Dec 15, 2018 12:16:07 PM",28,2,0.0,,0
28.1,"Hazlewood to Pujara, no run, angles in a length ball around the fifth stump channel, left alone","Dec 15, 2018 12:15:28 PM",28,1,0.0,,0
27.6,"Lyon to Kohli, no run, in-spinner, after a good stride forward Kohli decides to shoulder arms","Dec 15, 2018 12:14:30 PM",27,6,0.0,,0
27.5,"Lyon to Kohli, no run, Kohli leans forward and drives straight to wide mid-off","Dec 15, 2018 12:14:10 PM",27,5,0.0,,0
27.4,"Lyon to Kohli, no run, clipped to mid-wicket","Dec 15, 2018 12:13:49 PM",27,4,0.0,,0
27.3,"Lyon to Pujara, 3 runs, first run in 18 balls for Pujara against Lyon. He waltzes down the track and moves off-side in the process to whip the off-break on middle to deep backward square leg. The batsmen take three and it's also the <b>fifty partnership!</b> <i>Glove-love</i> follows","Dec 15, 2018 12:13:09 PM",27,3,3.0,,0
27.2,"Lyon to Kohli, 1 run, too straight at 91kph, spinning down leg and Kohli helps it on its way to fine leg","Dec 15, 2018 12:12:36 PM",27,2,1.0,,0
27.1,"Lyon to Kohli, no run, goes back to work it through the on-side, finds forward short leg","Dec 15, 2018 12:12:16 PM",27,1,0.0,,0
26.6,"Hazlewood to Pujara, no run, good length ball on midddle at <b>141.1kph,</b> Pujara stays in his crease and defends it to mid-on","Dec 15, 2018 12:11:18 PM",26,6,0.0,,0
26.5,"Hazlewood to Kohli, 1 run, pushed with hard hands and Kohli gets a big inside edge against this in-slanter. A single to fine leg","Dec 15, 2018 12:10:07 PM",26,5,1.0,,0
26.4,"Hazlewood to Kohli, no run, bumper at 138.2kph, Kohli easily ducks under it","Dec 15, 2018 12:09:25 PM",26,4,0.0,,0
26.3,"Hazlewood to Kohli, no run, darts a good length ball on the stumps at 139.7kph, Kohli was looking to bunt it into the on-side, gets a soft leading edge that dies down on the off-side","Dec 15, 2018 12:08:45 PM",26,3,0.0,,0
26.2,"Hazlewood to Kohli, no run, good length ball at 138.6kph, comes in with the angle, Kohli knows where his off-stump is, lets it go through to the keeper","Dec 15, 2018 12:08:05 PM",26,2,0.0,,0
26.1,"Hazlewood to Kohli, no run, fuller than a good length ball, knocked to mid-on","Dec 15, 2018 12:07:28 PM",26,1,0.0,,0
25.6,"Lyon to Pujara, no run, cries of 'catch it' but don't think there was any bat/glove on it. Another overspinner from Lyon and Pujara had his bat firmly behind the pad. The ball ballooned up and fell in the no-mans's land around the point region","Dec 15, 2018 12:06:25 PM",25,6,0.0,,0
25.5,"Lyon to Pujara, no run, tad shorter and Lyon persists with line outside off, Pujara lifts his bat and allows the ball to thud into his pad","Dec 15, 2018 12:06:05 PM",25,5,0.0,,0
25.4,"Lyon to Pujara, no run, skips down and offers his pad to this ball well outside off","Dec 15, 2018 12:05:45 PM",25,4,0.0,,0
25.3,"Lyon to Pujara, no run, 88.7kph, overspin, going down leg, Pujara looks to whip it away and loses his balance a bit. Might have brushed his pad and Paine does a good job to catch that","Dec 15, 2018 12:05:23 PM",25,3,0.0,,0
25.2,"Lyon to Pujara, no run, punched to wide mid-on","Dec 15, 2018 12:05:01 PM",25,2,0.0,,0
25.1,"Lyon to Pujara, no run, nudged into the leg-side","Dec 15, 2018 12:04:38 PM",25,1,0.0,,0
24.6,"Hazlewood to Kohli, no run, fuller and marginally outside off, Kohli drives hard off the front foot, Cummins mops it up at mid-off","Dec 15, 2018 12:03:46 PM",24,6,0.0,,0
24.5,"Hazlewood to Kohli, no run, <b>almost a nick!</b> Kohli can afford a wry smile. He knows how close that was. The sucker ball, fullish and outside off and Kohli almost fell for it. Looks to have a feel for it and was lucky not to get an outside edge","Dec 15, 2018 12:03:03 PM",24,5,0.0,,0
24.4,"Hazlewood to Kohli, no run, 137kph, slanted in around off, compactly defended into the off-side off the front foot","Dec 15, 2018 12:02:21 PM",24,4,0.0,,0
24.3,"Hazlewood to Kohli, no run, fuller and outside off at 138.2kph, Kohli lets it be","Dec 15, 2018 12:01:43 PM",24,3,0.0,,0
24.2,"Hazlewood to Kohli, no run, skiddy delivery at 136.8kph from a shortened length and this one came in with the angle, left alone","Dec 15, 2018 12:01:05 PM",24,2,0.0,,0
24.1,"Hazlewood to Kohli, no run, on good length and outside off, Kohli gets forward to have a feel for it, plays with soft hands and hence the outside edge doesn't carry to the second slip fielder","Dec 15, 2018 12:00:22 PM",24,1,0.0,,0
23.6,"Lyon to Pujara, no run, short of length at 88.8kph, Pujara rocks back and nudges this offie towards short mid-wicket","Dec 15, 2018 11:59:16 AM",23,6,0.0,,0
23.5,"Lyon to Pujara, no run, another back-footed barricade into the pitch from Pujara","Dec 15, 2018 11:58:54 AM",23,5,0.0,,0
23.4,"Lyon to Pujara, no run, tad short and Pujara blocks it back to the bowler","Dec 15, 2018 11:58:33 AM",23,4,0.0,,0
23.3,"Lyon to Pujara, no run, this is turning out to be an <b>excellent battle!</b> A flat ball that doesn't turn much outside off and Pujara had his bat behind the pad to let it go through to the keeper","Dec 15, 2018 11:58:12 AM",23,3,0.0,,0
23.2,"Lyon to Pujara, no run, Pujara comes down the track and is beaten by the spin, looked to flick and got beaten on the inside edge. Gets hit on the pad, but the impact was well outside off. Pujara turns around and puts in the dive as the ball went wide of silly point","Dec 15, 2018 11:57:40 AM",23,2,0.0,,0
23.1,"Lyon to Kohli, 1 run, a lean across and follows it with a push down to long-on. That was fecthed from outside off","Dec 15, 2018 11:57:14 AM",23,1,1.0,,0
22.6,"Hazlewood to Pujara, no run, spots the line outside off and Pujara is happy to not offer any stroke","Dec 15, 2018 11:56:15 AM",22,6,0.0,,0
22.5,"Hazlewood to Pujara, no run, full ball curling in at 138.5kph, Pujara covers his sticks with his front leg and shoulders arms","Dec 15, 2018 11:55:34 AM",22,5,0.0,,0
22.4,"Hazlewood to Pujara, no run, short ball well outside off, ignored by Pujara","Dec 15, 2018 11:54:55 AM",22,4,0.0,,0
22.3,"Hazlewood to Kohli, 3 runs, good looking shot! Walks across and meets this in-angler with a punchy drive. Didn't over-hit and relied on timing. Three more to the tally","Dec 15, 2018 11:54:13 AM",22,3,3.0,,0
22.2,"Hazlewood to Kohli, no run, very full on this occasion, Kohli push-drives it towards extra cover","Dec 15, 2018 11:53:28 AM",22,2,0.0,,0
22.1,"Hazlewood to Kohli, no run, starts the new spell with a back of a length whick took off, a surprised Kohli does well to drop it on the off-side. He rises up and fends it off the top part of the bat","Dec 15, 2018 11:52:45 AM",22,1,0.0,,0
21.6,"Lyon to Pujara, no run, once again Pujara uses his feet by charging down, isn't to the pitch and hence knocks it towards mid-on","Dec 15, 2018 11:51:15 AM",21,6,0.0,,0
21.5,"Lyon to Pujara, no run, superb stop by Lyon, flies to his left and saves a few runs. Pujara danced down the track to convert this flighted delivery into a half-volley and then drove it wide of the bowler all along the carpet. Good cricket!","Dec 15, 2018 11:50:55 AM",21,5,0.0,,0
21.4,"Lyon to Pujara, no run, a lunge forward to defend it to the right of the bowler","Dec 15, 2018 11:49:37 AM",21,4,0.0,,0
21.3,"Lyon to Pujara, no run, this one's bowled wide of off and Pujara kicks it away after skipping out of his crease","Dec 15, 2018 11:49:09 AM",21,3,0.0,,0
21.2,"Lyon to Pujara, no run, 91.3kph, tad short and wide of off, Pujara finds the backward point fielder with his cut shot","Dec 15, 2018 11:48:44 AM",21,2,0.0,,0
21.1,"Lyon to Kohli, 1 run, flighted delivery, Kohli plays in the direction of the spin to mid-wicket","Dec 15, 2018 11:48:19 AM",21,1,1.0,,0
20.6,"Pat Cummins to Pujara, no run, darted full at 139.5kph, Pujara plonks his bat across to block it back towards Cummins","Dec 15, 2018 11:47:20 AM",20,6,0.0,,0
20.5,"Pat Cummins to Pujara, no run, short of length delivery around off, Pujara plays with soft hands to defend it towards the gully region","Dec 15, 2018 11:46:41 AM",20,5,0.0,,0
20.4,"Pat Cummins to Kohli, 1 run, short-pitched delivery at 141.5kph, Kohli swivels across and pulls it behind square leg with one leg off the ground","Dec 15, 2018 11:46:02 AM",20,4,1.0,,0
20.3,"Pat Cummins to Kohli, no run, spots the line outside off and shoulders arms. Good carry-through to the keeper","Dec 15, 2018 11:45:17 AM",20,3,0.0,,0
20.2,"Pat Cummins to Kohli, no run, Cummins persists with the fullish ball, this one was darted at <b>142.4kph,</b> Kohli offers a straight bat to block it back to the bowler","Dec 15, 2018 11:44:40 AM",20,2,0.0,,0
20.1,"Pat Cummins to Kohli, no run, 135.3kph, fuller length ball angled into the right-hander, Kohli plays with hard hands on the push and only manages an inside edge that dies down on the pitch","Dec 15, 2018 11:44:01 AM",20,1,0.0,,0
19.6,"Lyon to Pujara, no run, flat offie on the stumps, Pujara dead-bats it off the back foot","Dec 15, 2018 11:43:02 AM",19,6,0.0,,0
19.5,"Lyon to Pujara, no run, skips down the track and pads this shortened length ball on the off-side. It was bowled well outside off and Pujara had his bat behind the pad","Dec 15, 2018 11:42:41 AM",19,5,0.0,,0
19.4,"Lyon to Kohli, 1 run, full and outside off, Kohli uses <i>those wrists</i> to play a whippy drive to long-on","Dec 15, 2018 11:42:18 AM",19,4,1.0,,0
19.3,"Lyon to Kohli, no run, overpitched outside off, rare bad ball from Lyon but he gets away as Kohli thumps it straight to cover","Dec 15, 2018 11:41:50 AM",19,3,0.0,,0
19.2,"Lyon to Kohli, no run, Kohli gets forward to work it through the leg-side, closes the bat-face early and gets a leading edge. The ball pops up, but falls well short of backward point","Dec 15, 2018 11:41:28 AM",19,2,0.0,,0
19.1,"Lyon to Pujara, 1 run, allows the ball to do its bit and turns it to square leg off the back foot","Dec 15, 2018 11:41:09 AM",19,1,1.0,,0
18.6,"Pat Cummins to Kohli, no run, almost a nick! A half-forward Kohli sticks his bat out to an out-seamer around the fifth stump line. Whizzes past the outside edge","Dec 15, 2018 11:40:17 AM",18,6,0.0,,0
18.5,"Pat Cummins to Kohli, no run, <b>143.8kph,</b> slightly too short, Kohli hangs back in his crease to blunt it into the on-side","Dec 15, 2018 11:39:38 AM",18,5,0.0,,0
18.4,"Pat Cummins to Kohli, no run, short of length delivery at 138.6kph around off, Kohli is back and across to barricade it on the off-side","Dec 15, 2018 11:39:00 AM",18,4,0.0,,0
18.3,"Pat Cummins to Kohli, no run, moves away off the deck from a length, left alone on line","Dec 15, 2018 11:38:21 AM",18,3,0.0,,0
18.2,"Pat Cummins to Kohli, no run, testing line and length, good length ball at 139.5kph in that nagging zone outside off, Kohli pokes and gets beaten on the outside edge","Dec 15, 2018 11:37:44 AM",18,2,0.0,,0
18.1,"Pat Cummins to Pujara, 3 runs, not a great ball! Fuller length ball on leg and Pujara flicks it through mid-wicket for a triple","Dec 15, 2018 11:37:12 AM",18,1,3.0,,0
17.6,"Lyon to Kohli, no run, top over this from Lyon! A maiden. Tosses it well outside off and draws Kohli forward, who push-drives it away from his body and finds the cover fielder","Dec 15, 2018 11:36:08 AM",17,6,0.0,,0
17.5,"Lyon to Kohli, no run, tad short and quicker ball at 90kph, punched off the back foot, Lyon dives to his right and makes a good stop","Dec 15, 2018 11:35:42 AM",17,5,0.0,,0
17.4,"Lyon to Kohli, no run, 89kph, fractionally outside off, Kohli presses forward in defence","Dec 15, 2018 11:35:19 AM",17,4,0.0,,0
17.3,"Lyon to Kohli, no run, punched to short mid-wicket","Dec 15, 2018 11:35:00 AM",17,3,0.0,,0
17.2,"Lyon to Kohli, no run, Kohli gets forward and nudges it with the spin into the leg-side","Dec 15, 2018 11:34:39 AM",17,2,0.0,,0
17.1,"Lyon to Kohli, no run, a <b>dangerous leave</b> from Kohli. Turn and bounce for Lyon. Pitched well outside off and spun in sharply, the bounce saves Kohli. Over the off-pole. Mighty close!","Dec 15, 2018 11:34:13 AM",17,1,0.0,,0
16.6,"Pat Cummins to Pujara, no run, full and angling in. Pujara shows the full face of the bat and blocks it out","Dec 15, 2018 11:30:00 AM",16,6,0.0,,0
16.5,"Pat Cummins to Pujara, no run, rises up with the bounce and defends it down under his eyes","Dec 15, 2018 11:29:18 AM",16,5,0.0,,0
16.4,"Pat Cummins to Pujara, no run, goes back and taps the ball out into the off-side","Dec 15, 2018 11:28:35 AM",16,4,0.0,,0
16.3,"Pat Cummins to Pujara, no run, pokes at it outside off and the ball finds the outer edge to go third slip","Dec 15, 2018 11:27:55 AM",16,3,0.0,,0
16.2,"Pat Cummins to Kohli, 1 run, too full, clipped fine to fine leg for a single","Dec 15, 2018 11:27:21 AM",16,2,1.0,,0
16.1,"Pat Cummins to Kohli, leg byes, 2 runs, tucked away behind square for a double. That was rising on him and angled in for the batter to work it away. In fact it seemed to be off the thigh pad as the third umpire signalled it leg-byes","Dec 15, 2018 11:27:18 AM",16,1,2.0,2B,1
15.6,"Lyon to Pujara, no run, again targetting the channel outside off and Pujara steers back to push it away to mid-off","Dec 15, 2018 11:25:36 AM",15,6,0.0,,0
15.5,"Lyon to Pujara, no run, stays back and pushes it back to the bowler","Dec 15, 2018 11:25:17 AM",15,5,0.0,,0
15.4,"Lyon to Pujara, no run, skips down the track and blocks it away to FSL","Dec 15, 2018 11:24:58 AM",15,4,0.0,,0
15.3,"Lyon to Pujara, no run, charges out to a flighted ball and then pads the ball away as he did not reach the pitch of the ball","Dec 15, 2018 11:24:39 AM",15,3,0.0,,0
15.2,"Lyon to Pujara, no run, little bit of bounce outside off and has been stabbed out into the off-side","Dec 15, 2018 11:24:18 AM",15,2,0.0,,0
15.1,"Lyon to Kohli, 1 run, stays behind the line of the ball and tucks it square of the wicket for a single","Dec 15, 2018 11:23:43 AM",15,1,1.0,,0
14.6,"Pat Cummins to Pujara, no run, that is a snorter! Almost sniffs the outer edge on its way to the keeper. That straightened outside off and took off for the batter to play at it and miss it","Dec 15, 2018 11:22:49 AM",14,6,0.0,,0
14.5,"Pat Cummins to Kohli, 1 run, pushes the ball away into the covers for a single","Dec 15, 2018 11:22:00 AM",14,5,1.0,,0
14.4,"Pat Cummins to Kohli, no run, yorkerish delivery and has been clipped out to mid-on. Again, Virat did not over commit and that allowed him to dig the ball out","Dec 15, 2018 11:21:20 AM",14,4,0.0,,0
14.3,"Pat Cummins to Kohli, no run, fuller ball outside off and has been pushed away into the off-side","Dec 15, 2018 11:20:42 AM",14,3,0.0,,0
14.2,"Pat Cummins to Kohli, no run, back of a length delivery and has been guided to gully with an open face of the bat","Dec 15, 2018 11:20:03 AM",14,2,0.0,,0
14.1,"Pat Cummins to Kohli, no run, clips it away sans any feet and the man at mid-on dives to his right to stop it","Dec 15, 2018 11:19:30 AM",14,1,0.0,,0
13.6,"Lyon to Pujara, no run, too full outside off and has been pushed back to the bowler","Dec 15, 2018 11:18:42 AM",13,6,0.0,,0
13.5,"Lyon to Pujara, no run, skips down the track again and clips it to short mid","Dec 15, 2018 11:18:22 AM",13,5,0.0,,0
13.4,"Lyon to Pujara, no run, charges out, tucks the ball away to short mid","Dec 15, 2018 11:18:04 AM",13,4,0.0,,0
13.3,"Lyon to Pujara, no run, goes back and pushes the ball away into the off-side","Dec 15, 2018 11:17:45 AM",13,3,0.0,,0
13.2,"Lyon to Pujara, no run, front footed stride and has been steered away with a slightly closed face of the bat to short third man","Dec 15, 2018 11:17:24 AM",13,2,0.0,,0
13.1,"Lyon to Pujara, no run, tossed up delivery and has been pushed away off the back foot","Dec 15, 2018 11:17:05 AM",13,1,0.0,,0
12.6,"Pat Cummins to Kohli, no run, length delivery and has been stabbed out into the off-side","Dec 15, 2018 11:15:30 AM",12,6,0.0,,0
12.5,"Pat Cummins to Kohli, no run, stays behind the line of the ball and pushes it away into the off-side. Kohli is intent on playing it late","Dec 15, 2018 11:14:52 AM",12,5,0.0,,0
12.4,"Pat Cummins to Kohli, no run, fuller ball and has been push driven back to the bowler","Dec 15, 2018 11:14:16 AM",12,4,0.0,,0
12.3,"Pat Cummins to Kohli, no run, pushes the ball outside off and finds the man at gully","Dec 15, 2018 11:13:39 AM",12,3,0.0,,0
12.2,"Pat Cummins to Kohli, no run, bangs the ball in and down leg, Kohli sways away from the line of the ball","Dec 15, 2018 11:13:00 AM",12,2,0.0,,0
12.1,"Pat Cummins to Kohli, no run, back of a length delivery and has been stabbed out into the off-side","Dec 15, 2018 11:12:27 AM",12,1,0.0,,0
11.6,"Hazlewood to Pujara, no run, shorter outside off and Pujara is pleased to see it through","Dec 15, 2018 11:11:07 AM",11,6,0.0,,0
11.5,"Hazlewood to Pujara, no run, full ball attacking the sticks and has been driven on the up to mid-off","Dec 15, 2018 11:10:28 AM",11,5,0.0,,0
11.4,"Hazlewood to Pujara, no run, in angler from slightly wide of the crease and has been left alone","Dec 15, 2018 11:09:47 AM",11,4,0.0,,0
11.3,"Hazlewood to Pujara, no run, bangs the ball in and Pujara ducks under it","Dec 15, 2018 11:09:06 AM",11,3,0.0,,0
11.2,"Hazlewood to Pujara, no run, gets squared up as the ball nibbled away a tad bit. The ball took the outer edge to find the man at gully","Dec 15, 2018 11:08:21 AM",11,2,0.0,,0
11.1,"Hazlewood to Pujara, no run, nipping in from a length and has been stabbed out into the on-side","Dec 15, 2018 11:07:41 AM",11,1,0.0,,0
10.6,"Pat Cummins to Kohli, no run, closer to the batsman and on a shorter length, Kohli raises his bat and lets it go","Dec 15, 2018 11:06:57 AM",10,6,0.0,,0
10.5,"Pat Cummins to Kohli, no run, quick delivery outside off and has been ignored","Dec 15, 2018 11:06:18 AM",10,5,0.0,,0
10.4,"Pat Cummins to Kohli, no run, back of a length delivery and has been pushed away off the back foot into the covers","Dec 15, 2018 11:05:38 AM",10,4,0.0,,0
10.3,"Pat Cummins to Kohli, no run, stays back and pokes the ball out square of the wicket","Dec 15, 2018 11:05:01 AM",10,3,0.0,,0
10.2,"Pat Cummins to Kohli, no run, bangs the ball in outside off and Kohli shoulders arms","Dec 15, 2018 11:04:24 AM",10,2,0.0,,0
10.1,"Pat Cummins to Kohli, no run, angles it in and has been pushed back to the bowler","Dec 15, 2018 11:03:50 AM",10,1,0.0,,0
9.6,"Hazlewood to Kohli, 1 run, tucks it away off the pads and gets it to fine leg for a single","Dec 15, 2018 11:02:27 AM",9,6,1.0,,0
9.5,"Hazlewood to Kohli, no run, pokes at a length ball outside off and stabs it out to third slip","Dec 15, 2018 11:01:45 AM",9,5,0.0,,0
9.4,"Hazlewood to Kohli, <b>FOUR</b>, this is all class! My o my! He is seeing the ball like a football. Run scoring was supposed to be tough on this track. But then this man is a run machine for no reason. Waited on the fuller ball on the pads and clipped it away between mid-on and mid-wicket for a four","Dec 15, 2018 11:01:02 AM",9,4,,,0
9.3,"Hazlewood to Kohli, no run, angles it in and has been stabbed out into the off-side","Dec 15, 2018 11:00:21 AM",9,3,0.0,,0
9.2,"Hazlewood to Kohli, <b>FOUR</b>, and now the off-drive! All class. The crowd is going berserk. Fuller ball outside off and Kohli just leant into the drive to ensure it missed the man at mid-off. Back-to-back splendid shots from the modern day master","Dec 15, 2018 10:59:42 AM",9,2,,,0
9.1,"Hazlewood to Kohli, <b>FOUR</b>, the craftsman seems to be in the zone! That was full and at the base of the sticks, Kohli eased into the clip and got it between mid-on and mid-wicket for a four","Dec 15, 2018 10:58:59 AM",9,1,,,0
8.6,"Starc to Pujara, 2 runs, back of a length delivery on the pads, tucked behind square for a double","Dec 15, 2018 10:57:56 AM",8,6,2.0,,0
8.5,"Starc to Pujara, no run, nicks the shirt on the way through to the keeper as Pujara missed the tuck. That was dug in short down leg and Pujara missed the tuck. The keeper went up instantly but Starc never did and they decided against reviewing that","Dec 15, 2018 10:57:06 AM",8,5,0.0,,0
8.4,"Starc to Pujara, no run, nice shape away from the batter, Pujara plays well inside the line of the ball and gets beaten. Pujara played for the angle but could not cover the line of the ball","Dec 15, 2018 10:56:13 AM",8,4,0.0,,0
8.3,"Starc to Pujara, <b>FOUR</b>, full ball well outside off and has been driven on the up from Pujara. Lovely strike from Pujara as driving has been tough on this wicket. But it was too full and Pujara was quick to pounce on it","Dec 15, 2018 10:55:33 AM",8,3,,,0
8.2,"Starc to Pujara, no run, away going delivery outside off and misses the outer edge as Pujara poked forward","Dec 15, 2018 10:54:43 AM",8,2,0.0,,0
8.1,"Starc to Pujara, no run, back of a length delivery outside off and has been stabbed out into the off-side","Dec 15, 2018 10:54:03 AM",8,1,0.0,,0
7.6,"Hazlewood to Kohli, no run, rising short of length delivery outside off and has been left alone","Dec 15, 2018 10:53:10 AM",7,6,0.0,,0
7.5,"Hazlewood to Pujara, 3 runs, on the pads and has been clipped away for a triple towards deep mid. Beautifully put away by Pujara who never tried to hit it hard","Dec 15, 2018 10:52:28 AM",7,5,3.0,,0
7.4,"Hazlewood to Pujara, no run, fuller length ball and has been stabbed out into the off-side","Dec 15, 2018 10:51:41 AM",7,4,0.0,,0
7.3,"Hazlewood to Pujara, no run, edged and does not carry! That lands just short of the man at first slip. Again closing the face of the bat and the ball went off the outer edge. Marsh at first slip found it just short of him","Dec 15, 2018 10:50:57 AM",7,3,0.0,,0
7.2,"Hazlewood to Pujara, no run, nibbling away outside off and has been shouldered arms to by Pujara","Dec 15, 2018 10:50:16 AM",7,2,0.0,,0
7.1,"Hazlewood to Pujara, no run, that straightened after landing. The batsman tried to play with an angled bat and missed to be hit high on the thigh","Dec 15, 2018 10:49:40 AM",7,1,0.0,,0
6.6,"Starc to Pujara, 1 run, double bluff does not work as the full ball after the bumper was on the pads. Clipped to fine leg","Dec 15, 2018 10:48:37 AM",6,6,1.0,,0
6.5,"Starc to Pujara, no run, how is your throat Mr. Pujara? Here is a whiff of air, says Starc as he bowls the bumper going away from the batter","Dec 15, 2018 10:47:54 AM",6,5,0.0,,0
6.4,"Starc to Pujara, no run, slipping down leg and Pujara misses the clip. Missed his mark did Starc over there","Dec 15, 2018 10:47:17 AM",6,4,0.0,,0
6.3,"Starc to Pujara, no run, plays well inside the line of the ball as the ball angled away","Dec 15, 2018 10:46:39 AM",6,3,0.0,,0
6.2,"Starc to Pujara, no run, channels the ball well wide outside off and Pujara has no business touching that","Dec 15, 2018 10:46:03 AM",6,2,0.0,,0
6.2,"Starc to Pujara, <b>no ball</b>, angling across the batter and has been seen through to the keeper. Starc has overstepped though","Dec 15, 2018 10:45:38 AM",6,2,,,0
6.1,"Starc to Pujara, no run, full and wide outside off for it to be left alone","Dec 15, 2018 10:44:15 AM",6,1,0.0,,0
5.6,"Hazlewood to Kohli, no run, stands up and pokes the ball out to point","Dec 15, 2018 10:42:47 AM",5,6,0.0,,0
5.5,"Hazlewood to Kohli, no run, back of a length delivery outside off and has been left alone","Dec 15, 2018 10:42:06 AM",5,5,0.0,,0
5.4,"Hazlewood to Kohli, 2 runs, taps the ball out and gets it between the cordon and the gully fielder for a double","Dec 15, 2018 10:41:35 AM",5,4,2.0,,0
5.3,"Hazlewood to Kohli, <b>FOUR</b>, on-drive! Glorious. The bat maker's name is same as well. The little legend used to lean into the on-drives like this. Rang a bell?","Dec 15, 2018 10:40:53 AM",5,3,,,0
5.2,"Hazlewood to Kohli, no run, length delivery and has been pushed back to the bowler. Went slightly across and pushed it back to the bowler","Dec 15, 2018 10:40:13 AM",5,2,0.0,,0
5.1,"Hazlewood to Rahul, <b>out</b> Bowled!! <b>Corker from Hazlewood</b>. Rahul plays all around it and misses it to be cleaned up. India in deep trouble. That was right up there and the little movement in the air might have done him in. 6th wicket of the day. Rahul stayed rooted inside the crease and his feet hardly moved to compensate for the line and the length. <b>Rahul b Hazlewood 2(17)</b>","Dec 15, 2018 10:38:09 AM",5,1,,W,0
4.6,"Starc to Rahul, 1 run, waits on the fuller length ball and then clips it away. Of course it helped that the ball was on the pads and was heading down but Rahul played it late and did not over commit trying to tickle it","Dec 15, 2018 10:37:09 AM",4,6,1.0,,0
4.5,"Starc to Rahul, no run, little nip inwards but left on length just outside off","Dec 15, 2018 10:36:14 AM",4,5,0.0,,0
4.4,"Starc to Rahul, no run, angling across the right-hander and has been left alone","Dec 15, 2018 10:35:29 AM",4,4,0.0,,0
4.3,"Starc to Pujara, 1 run, decks in and has been tucked away behind square for a single","Dec 15, 2018 10:34:44 AM",4,3,1.0,,0
4.2,"Starc to Pujara, no run, length delivery outside off and has been ignored","Dec 15, 2018 10:34:00 AM",4,2,0.0,,0
4.1,"Starc to Pujara, no run, uhhhhh! That curves in the air and Pujara plays close to his body to bunt the ball out. Starc is able to swing it in and that is when he is the most threatening","Dec 15, 2018 10:33:22 AM",4,1,0.0,,0
